Type_Event,Region,Year,Aggregator,Disaggregator,Substance,Source,Specific_Measure,PRUID,Time_Period,Unit,Value
Intentional stimulant-related poisoning hospitalizations,Canada,2017,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,98.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,60.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,82.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,42.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,60.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,27.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,33.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,10.0
Intentional stimulant-related poisoning hospitalizations,Canada,2017,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,137.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,54.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,106.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,81.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,62.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,82.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,53.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,38.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,20.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,31.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,16.0
Intentional stimulant-related poisoning hospitalizations,Canada,2018,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,16.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,146.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,54.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,93.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,94.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,65.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,63.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,38.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,44.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,32.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,41.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,21.0
Intentional stimulant-related poisoning hospitalizations,Canada,2019,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,167.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,53.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,105.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,79.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,79.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,71.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,48.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,45.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,31.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,21.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,13.0
Intentional stimulant-related poisoning hospitalizations,Canada,2020,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,15.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,209.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,51.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,90.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,83.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,57.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,64.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,36.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,43.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,18.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,21.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,11.0
Intentional stimulant-related poisoning hospitalizations,Canada,2021,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,191.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,51.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,107.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,48.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,58.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,64.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,33.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,33.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,21.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,28.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,12.0
Intentional stimulant-related poisoning hospitalizations,Canada,2022,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,10.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,174.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,47.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,100.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,77.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,65.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,53.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,40.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,51.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,23.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,17.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,14.0
Intentional stimulant-related poisoning hospitalizations,Canada,2023,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,16.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,0 to 19 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,85.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,0 to 19 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,20.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,20 to 29 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,47.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,20 to 29 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,33.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,30 to 39 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,32.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,30 to 39 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,36.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,40 to 49 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,23.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,40 to 49 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,21.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,50 to 59 years,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,15.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,50 to 59 years,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,15.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,60 years or more,Female,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,8.0
Intentional stimulant-related poisoning hospitalizations,Canada,2024,60 years or more,Male,Stimulants,Hospitalizations,Age group by sex,1,By year,Number,5.0
